,0
0,0.13792282039066223
1,0.40821025885342227
2,0.5987771954899158
3,0.803874861044942
4,0.9269493409560108
5,0.9616484040019057
6,0.9742734635540734
7,0.9849928537398761
8,0.9769731618230904
9,0.9821343496903288
10,0.9880895664602192
11,0.981499126568207
12,0.981816738129268
13,0.9858662855327934
14,0.9851516595204065
