,0
0,0.012386850881372083
1,0.09917420994124186
2,0.42202636175956804
3,0.760600285850405
4,0.9608543750992536
5,0.9892806098141972
6,0.9936477687787836
7,0.9926949340956011
8,0.9899952358265841
9,0.9894394155947277
10,0.9845958392885501
11,0.9852310624106717
12,0.991503890741623
13,0.9911068762902969
14,0.9912656820708273
