,0
0,3.7801751158564225
1,2.3455251524896186
2,1.5084887313358675
3,0.7032556869656906
4,0.24848544148038032
5,0.13647624571230924
6,0.09501048377100473
7,0.05454768460326081
8,0.07859129915817589
9,0.06749050052281644
10,0.0438608499552622
11,0.06464861436297309
12,0.06887250634707034
13,0.05800688114195417
14,0.05984350211772761
