,0
0,0.08583452437668732
1,0.3515959980943306
2,0.549388597744958
3,0.7173257106558679
4,0.8839129744322693
5,0.9599809433063363
6,0.9828489757027156
7,0.9831665872637764
8,0.9809433063363506
9,0.9790376369699857
10,0.9783230109575989
11,0.988804192472606
12,0.9896776242655233
13,0.9874543433380976
14,0.9902334444973797
