,0
0,0.013260282674289345
1,0.043195172304271875
2,0.19620454184532318
3,0.48102270922661583
4,0.7642528188026044
5,0.9472764808639035
6,0.9895188184849929
7,0.9965062728283309
8,0.9938859774495792
9,0.9940447832301096
10,0.9938859774495792
11,0.9888835953628712
12,0.9928537398761315
13,0.9892806098141972
14,0.9905510560584405
