,0
0,0.01333968556455455
1,0.014848340479593457
2,0.014292520247737018
3,0.01389550579641099
4,0.01278386533269811
5,0.014292520247737018
6,0.013816102906145784
7,0.01461013180879784
8,0.013577894235350167
9,0.014213117357471812
10,0.014848340479593457
11,0.012863268222963315
12,0.013022074003493728
13,0.014848340479593457
14,0.014530728918532635
