,0
0,0.011592821978720025
1,0.014848340479593457
2,0.013816102906145784
3,0.014371923138002222
4,0.014451326028267429
5,0.01389550579641099
6,0.014292520247737018
7,0.013577894235350167
8,0.014848340479593457
9,0.0140543115769414
10,0.014213117357471812
11,0.013974908686676194
12,0.01333968556455455
13,0.014848340479593457
14,0.01389550579641099
